time,V(N001),V(N002),I(V1),I(R1),I(C1),I(L1)
0.0002187,2.98072,-0.188198,-0.000316892,-0.000316892,-7.75064e-05,-0.000239386
0.0002188,2.98085,-0.180447,-0.000316129,-0.000316129,-9.55634e-05,-0.000220566
0.0002189,2.98097,-0.170891,-0.000315186,-0.000315186,-0.000112665,-0.000202521
0.000219,2.98109,-0.159625,-0.000314072,-0.000314072,-0.000128639,-0.000185432
0.0002191,2.98121,-0.146761,-0.000312797,-0.000312797,-0.000143328,-0.00016947
0.0002192,2.98133,-0.132428,-0.000311376,-0.000311376,-0.000156582,-0.000154794
0.0002193,2.98145,-0.11677,-0.000309822,-0.000309822,-0.000168271,-0.000141551
0.0002194,2.98157,-0.0999425,-0.000308152,-0.000308152,-0.000178278,-0.000129874
0.0002195,2.98169,-0.0821147,-0.000306381,-0.000306381,-0.000186501,-0.00011988
0.0002196,2.98181,-0.0634646,-0.000304528,-0.000304528,-0.00019286,-0.000111668
0.0002197,2.98193,-0.0441786,-0.000302611,-0.000302611,-0.000197289,-0.000105322
0.0002198,2.98205,-0.0244497,-0.00030065,-0.00030065,-0.000199746,-0.000100904
0.0002199,2.98217,-0.00447507,-0.000298664,-0.000298664,-0.000200206,-9.84589e-05
0.00022,2.98229,0.0155455,-0.000296674,-0.000296674,-0.000198663,-9.80114e-05
0.0002201,2.9824,0.0354118,-0.000294699,-0.000294699,-0.000195133,-9.95659e-05
0.0002202,2.98252,0.0549251,-0.00029276,-0.00029276,-0.000189653,-0.000103107
0.0002203,2.98264,0.0738904,-0.000290875,-0.000290875,-0.000182275,-0.0001086
0.0002204,2.98276,0.0921179,-0.000289064,-0.000289064,-0.000173075,-0.000115989
0.0002205,2.98287,0.109425,-0.000287345,-0.000287345,-0.000162144,-0.0001252
0.0002206,2.98299,0.12564,-0.000285735,-0.000285735,-0.000149592,-0.000136143
0.0002207,2.9831,0.140599,-0.00028425,-0.00028425,-0.000135543,-0.000148707
0.0002208,2.98322,0.154153,-0.000282906,-0.000282906,-0.000120139,-0.000162767
0.0002209,2.98333,0.166167,-0.000281716,-0.000281716,-0.000103534,-0.000178182
0.000221,2.98345,0.176521,-0.000280692,-0.000280692,-8.58936e-05,-0.000194799
0.0002211,2.98356,0.18511,-0.000279845,-0.000279845,-6.73939e-05,-0.000212451
0.0002212,2.98367,0.191849,-0.000279182,-0.000279182,-4.82203e-05,-0.000230962
0.0002213,2.98379,0.196671,-0.000278711,-0.000278711,-2.85644e-05,-0.000250147
0.0002214,2.9839,0.199528,-0.000278437,-0.000278437,-8.62289e-06,-0.000269814
0.0002215,2.98401,0.20039,-0.000278362,-0.000278362,1.14049e-05,-0.000289767
0.0002216,2.98412,0.19925,-0.000278487,-0.000278487,3.13187e-05,-0.000309806
0.0002217,2.98423,0.196118,-0.000278811,-0.000278811,5.09194e-05,-0.000329731
0.0002218,2.98434,0.191026,-0.000279332,-0.000279332,7.00109e-05,-0.000349343
0.0002219,2.98445,0.184025,-0.000280043,-0.000280043,8.84023e-05,-0.000368445
0.000222,2.98456,0.175185,-0.000280938,-0.000280938,0.00010591,-0.000386848
0.0002221,2.98467,0.164594,-0.000282008,-0.000282008,0.000122358,-0.000404366
0.0002222,2.98478,0.152358,-0.000283243,-0.000283243,0.000137583,-0.000420826
0.0002223,2.98489,0.1386,-0.000284629,-0.000284629,0.000151432,-0.000436061
0.0002224,2.985,0.123456,-0.000286154,-0.000286154,0.000163767,-0.000449921
0.0002225,2.98511,0.10708,-0.000287803,-0.000287803,0.000174464,-0.000462267
0.0002226,2.98522,0.0896332,-0.000289558,-0.000289558,0.000183416,-0.000472975
0.0002227,2.98532,0.0712916,-0.000291403,-0.000291403,0.000190535,-0.000481938
0.0002228,2.98543,0.0522381,-0.000293319,-0.000293319,0.000195748,-0.000489067
0.0002229,2.98554,0.0326633,-0.000295288,-0.000295288,0.000199004,-0.000494291
0.000223,2.98564,0.0127629,-0.000297288,-0.000297288,0.000200269,-0.000497557
0.0002231,2.98575,-0.00726399,-0.000299301,-0.000299301,0.000199532,-0.000498834
0.0002232,2.98586,-0.0272172,-0.000301307,-0.000301307,0.0001968,-0.000498107
0.0002233,2.98596,-0.0468972,-0.000303286,-0.000303286,0.0001921,-0.000495386
0.0002234,2.98607,-0.0661072,-0.000305217,-0.000305217,0.000185479,-0.000490696
0.0002235,2.98617,-0.0846551,-0.000307083,-0.000307083,0.000177003,-0.000484085
0.0002236,2.98627,-0.102355,-0.000308863,-0.000308863,0.000166757,-0.00047562
0.0002237,2.98638,-0.119031,-0.000310541,-0.000310541,0.000154843,-0.000465384
0.0002238,2.98648,-0.134515,-0.0003121,-0.0003121,0.000141381,-0.000453481
0.0002239,2.98658,-0.148653,-0.000313524,-0.000313524,0.000126506,-0.00044003
0.000224,2.98669,-0.161304,-0.000314799,-0.000314799,0.000110365,-0.000425164
0.0002241,2.98679,-0.172341,-0.000315913,-0.000315913,9.31209e-05,-0.000409034
0.0002242,2.98689,-0.181653,-0.000316854,-0.000316854,7.49455e-05,-0.0003918
0.0002243,2.98699,-0.189147,-0.000317614,-0.000317614,5.60206e-05,-0.000373634
0.0002244,2.98709,-0.194749,-0.000318184,-0.000318184,3.65356e-05,-0.00035472
0.0002245,2.98719,-0.198403,-0.000318559,-0.000318559,1.66853e-05,-0.000335245
0.0002246,2.98729,-0.200071,-0.000318736,-0.000318736,-3.33184e-06,-0.000315405
0.0002247,2.98739,-0.199738,-0.000318713,-0.000318713,-2.33156e-05,-0.000295397
0.0002248,2.98749,-0.197407,-0.00031849,-0.00031849,-4.30662e-05,-0.000275424
0.0002249,2.98759,-0.1931,-0.000318069,-0.000318069,-6.23861e-05,-0.000255683
0.000225,2.98769,-0.186861,-0.000317455,-0.000317455,-8.10821e-05,-0.000236373
0.0002251,2.98779,-0.178753,-0.000316654,-0.000316654,-9.89672e-05,-0.000217687
0.0002252,2.98788,-0.168856,-0.000315674,-0.000315674,-0.000115863,-0.000199811
0.0002253,2.98798,-0.15727,-0.000314525,-0.000314525,-0.000131599,-0.000182926
0.0002254,2.98808,-0.14411,-0.000313219,-0.000313219,-0.00014602,-0.000167199
0.0002255,2.98817,-0.129508,-0.000311768,-0.000311768,-0.000158981,-0.000152788
0.0002256,2.98827,-0.11361,-0.000310188,-0.000310188,-0.000170351,-0.000139837
0.0002257,2.98837,-0.0965751,-0.000308494,-0.000308494,-0.000180018,-0.000128476
0.0002258,2.98846,-0.0785732,-0.000306704,-0.000306704,-0.000187885,-0.000118818
0.0002259,2.98856,-0.0597847,-0.000304834,-0.000304834,-0.000193873,-0.000110961
0.000226,2.98865,-0.0403974,-0.000302905,-0.000302905,-0.000197922,-0.000104983
0.0002261,2.98875,-0.0206052,-0.000300935,-0.000300935,-0.000199992,-0.000100943
0.0002262,2.98884,-0.000605953,-0.000298945,-0.000298945,-0.000200062,-9.88823e-05
0.0002263,2.98893,0.0194003,-0.000296953,-0.000296953,-0.000198132,-9.88217e-05
0.0002264,2.98903,0.0392134,-0.000294981,-0.000294981,-0.00019422,-0.000100762
0.0002265,2.98912,0.0586354,-0.000293048,-0.000293048,-0.000188365,-0.000104683
0.0002266,2.98921,0.0774719,-0.000291174,-0.000291174,-0.000180627,-0.000110547
0.0002267,2.9893,0.0955346,-0.000289377,-0.000289377,-0.000171083,-0.000118294
0.0002268,2.98939,0.112643,-0.000287675,-0.000287675,-0.000159828,-0.000127847
0.0002269,2.98949,0.128626,-0.000286086,-0.000286086,-0.000146974,-0.000139112
0.000227,2.98958,0.143323,-0.000284625,-0.000284625,-0.000132651,-0.000151974
0.0002271,2.98967,0.156588,-0.000283308,-0.000283308,-0.000117001,-0.000166306
0.0002272,2.98976,0.168288,-0.000282147,-0.000282147,-0.000100182,-0.000181965
0.0002273,2.98985,0.178307,-0.000281154,-0.000281154,-8.23598e-05,-0.000198794
0.0002274,2.98993,0.186543,-0.000280339,-0.000280339,-6.37145e-05,-0.000216625
0.0002275,2.99002,0.192914,-0.000279711,-0.000279711,-4.44319e-05,-0.000235279
0.0002276,2.99011,0.197357,-0.000279275,-0.000279275,-2.4705e-05,-0.00025457
0.0002277,2.9902,0.199828,-0.000279037,-0.000279037,-4.73107e-06,-0.000274306
0.0002278,2.99029,0.200301,-0.000278999,-0.000278999,1.52903e-05,-0.000294289
0.0002279,2.99037,0.198772,-0.00027916,-0.00027916,3.51587e-05,-0.000314319
0.000228,2.99046,0.195256,-0.000279521,-0.000279521,5.46756e-05,-0.000334196
0.0002281,2.99055,0.189788,-0.000280076,-0.000280076,7.36458e-05,-0.000353722
0.0002282,2.99063,0.182424,-0.000280821,-0.000280821,9.18796e-05,-0.000372701
0.0002283,2.99072,0.173236,-0.000281748,-0.000281748,0.000109195,-0.000390943
0.0002284,2.9908,0.162316,-0.000282849,-0.000282849,0.000125418,-0.000408267
0.0002285,2.99089,0.149775,-0.000284111,-0.000284111,0.000140387,-0.000424498
0.0002286,2.99097,0.135736,-0.000285524,-0.000285524,0.000153952,-0.000439476
0.0002287,2.99106,0.120341,-0.000287072,-0.000287072,0.000165978,-0.000453049
0.0002288,2.99114,0.103743,-0.00028874,-0.00028874,0.000176343,-0.000465083
0.0002289,2.99122,0.0861086,-0.000290512,-0.000290512,0.000184946,-0.000475458
0.000229,2.99131,0.067614,-0.000292369,-0.000292369,0.000191699,-0.000484068
0.0002291,2.99139,0.0484441,-0.000294295,-0.000294295,0.000196535,-0.00049083
0.0002292,2.99147,0.0287906,-0.000296268,-0.000296268,0.000199406,-0.000495674
0.0002293,2.99155,0.00884996,-0.00029827,-0.00029827,0.000200283,-0.000498553
0.0002294,2.99164,-0.0111783,-0.000300281,-0.000300281,0.000199157,-0.000499438
0.0002295,2.99172,-0.031094,-0.000302281,-0.000302281,0.000196039,-0.00049832
0.0002296,2.9918,-0.050698,-0.000304249,-0.000304249,0.000190962,-0.000495211
0.0002297,2.99188,-0.0697941,-0.000306167,-0.000306167,0.000183974,-0.000490141
0.0002298,2.99196,-0.0881916,-0.000308015,-0.000308015,0.000175147,-0.000483162
0.0002299,2.99204,-0.105706,-0.000309774,-0.000309774,0.000164569,-0.000474343
0.00023,2.99211,-0.122163,-0.000311428,-0.000311428,0.000152344,-0.000463772
0.0002301,2.99219,-0.137398,-0.000312959,-0.000312959,0.000138597,-0.000451556
0.0002302,2.99227,-0.151257,-0.000314353,-0.000314353,0.000123463,-0.000437816
0.0002303,2.99235,-0.163604,-0.000315595,-0.000315595,0.000107095,-0.00042269
0.0002304,2.99243,-0.174313,-0.000316674,-0.000316674,8.9656e-05,-0.00040633
0.0002305,2.9925,-0.183279,-0.000317578,-0.000317578,7.13204e-05,-0.000388899
0.0002306,2.99258,-0.190411,-0.000318299,-0.000318299,5.22717e-05,-0.000370571
0.0002307,2.99266,-0.195638,-0.000318829,-0.000318829,3.27003e-05,-0.00035153
0.0002308,2.99273,-0.198908,-0.000319164,-0.000319164,1.28019e-05,-0.000331966
0.0002309,2.99281,-0.200188,-0.0003193,-0.0003193,-7.22443e-06,-0.000312075
0.000231,2.99288,-0.199466,-0.000319235,-0.000319235,-2.71785e-05,-0.000292056
0.0002311,2.99296,-0.196748,-0.000318971,-0.000318971,-4.68607e-05,-0.00027211
0.0002312,2.99303,-0.192062,-0.000318509,-0.000318509,-6.60743e-05,-0.000252435
0.0002313,2.99311,-0.185454,-0.000317856,-0.000317856,-8.46271e-05,-0.000233229
0.0002314,2.99318,-0.176992,-0.000317017,-0.000317017,-0.000102334,-0.000214683
0.0002315,2.99325,-0.166758,-0.000316001,-0.000316001,-0.000119017,-0.000196984
0.0002316,2.99332,-0.154857,-0.000314818,-0.000314818,-0.00013451,-0.000180308
0.0002317,2.9934,-0.141406,-0.00031348,-0.00031348,-0.000148657,-0.000164823
0.0002318,2.99347,-0.12654,-0.000312001,-0.000312001,-0.000161319,-0.000150682
0.0002319,2.99354,-0.110408,-0.000310395,-0.000310395,-0.000172367,-0.000138028
0.000232,2.99361,-0.0931713,-0.000308678,-0.000308678,-0.000181691,-0.000126987
0.0002321,2.99368,-0.0750022,-0.000306868,-0.000306868,-0.000189198,-0.00011767
0.0002322,2.99375,-0.0560824,-0.000304983,-0.000304983,-0.000194813,-0.00011017
0.0002323,2.99382,-0.036601,-0.000303042,-0.000303042,-0.00019848,-0.000104562
0.0002324,2.99389,-0.016753,-0.000301064,-0.000301064,-0.000200163,-0.000100902
0.0002325,2.99396,0.00326328,-0.00029907,-0.00029907,-0.000199843,-9.92264e-05
0.0002326,2.99403,0.0232476,-0.000297078,-0.000297078,-0.000197525,-9.95528e-05
0.0002327,2.9941,0.0430002,-0.00029511,-0.00029511,-0.000193232,-0.000101878
0.0002328,2.99417,0.0623234,-0.000293184,-0.000293184,-0.000187007,-0.000106178
0.0002329,2.99423,0.0810241,-0.000291321,-0.000291321,-0.000178911,-0.00011241
0.000233,2.9943,0.0989152,-0.000289539,-0.000289539,-0.000169026,-0.000120512
0.0002331,2.99437,0.115818,-0.000287855,-0.000287855,-0.000157451,-0.000130404
0.0002332,2.99443,0.131563,-0.000286287,-0.000286287,-0.000144302,-0.000141986
0.0002333,2.9945,0.145993,-0.000284851,-0.000284851,-0.000129709,-0.000155142
0.0002334,2.99457,0.158964,-0.00028356,-0.00028356,-0.000113819,-0.000169741
0.0002335,2.99463,0.170346,-0.000282428,-0.000282428,-9.67909e-05,-0.000185638
0.0002336,2.9947,0.180025,-0.000281467,-0.000281467,-7.87949e-05,-0.000202672
0.0002337,2.99476,0.187904,-0.000280686,-0.000280686,-6.00109e-05,-0.000220675
0.0002338,2.99482,0.193906,-0.000280092,-0.000280092,-4.06268e-05,-0.000239465
0.0002339,2.99489,0.197968,-0.000279692,-0.000279692,-2.08363e-05,-0.000258856
0.000234,2.99495,0.200052,-0.00027949,-0.00027949,-8.37454e-07,-0.000278652
0.0002341,2.99501,0.200136,-0.000279488,-0.000279488,1.91698e-05,-0.000298658
0.0002342,2.99508,0.198219,-0.000279686,-0.000279686,3.89854e-05,-0.000318671
0.0002343,2.99514,0.19432,-0.000280082,-0.000280082,5.84112e-05,-0.000338493
0.0002344,2.9952,0.188479,-0.000280672,-0.000280672,7.72529e-05,-0.000357925
0.0002345,2.99526,0.180754,-0.000281451,-0.000281451,9.53222e-05,-0.000376773
0.0002346,2.99532,0.171221,-0.00028241,-0.00028241,0.000112438,-0.000394848
0.0002347,2.99538,0.159978,-0.000283541,-0.000283541,0.00012843,-0.00041197
0.0002348,2.99544,0.147135,-0.000284831,-0.000284831,0.000143137,-0.000427968
0.0002349,2.9955,0.132821,-0.000286268,-0.000286268,0.000156414,-0.000442682
0.000235,2.99556,0.11718,-0.000287838,-0.000287838,0.000168126,-0.000455964
0.0002351,2.99562,0.100367,-0.000289525,-0.000289525,0.000178156,-0.000467682
0.0002352,2.99568,0.0825513,-0.000291313,-0.000291313,0.000186406,-0.000477718
0.0002353,2.99574,0.0639108,-0.000293183,-0.000293183,0.000192791,-0.000485974
0.0002354,2.9958,0.0446317,-0.000295116,-0.000295116,0.000197248,-0.000492365
0.0002355,2.99585,0.0249068,-0.000297095,-0.000297095,0.000199733,-0.000496828
0.0002356,2.99591,0.00493353,-0.000299098,-0.000299098,0.000200221,-0.000499318
0.0002357,2.99597,-0.0150886,-0.000301105,-0.000301105,0.000198706,-0.000499812
0.0002358,2.99602,-0.0349592,-0.000303098,-0.000303098,0.000195205,-0.000498303
0.0002359,2.99608,-0.0544797,-0.000305056,-0.000305056,0.000189751,-0.000494807
0.000236,2.99613,-0.0734548,-0.000306959,-0.000306959,0.0001824,-0.000489359
0.0002361,2.99619,-0.0916948,-0.000308788,-0.000308788,0.000173225,-0.000482014
0.0002362,2.99624,-0.109017,-0.000310526,-0.000310526,0.000162318,-0.000472844
0.0002363,2.9963,-0.125249,-0.000312155,-0.000312155,0.000149788,-0.000461942
0.0002364,2.99635,-0.140228,-0.000313658,-0.000313658,0.00013576,-0.000449417
0.0002365,2.9964,-0.153804,-0.000315021,-0.000315021,0.000120374,-0.000435395
0.0002366,2.99646,-0.165841,-0.00031623,-0.00031623,0.000103784,-0.000420014
0.0002367,2.99651,-0.17622,-0.000317273,-0.000317273,8.61572e-05,-0.00040343
0.0002368,2.99656,-0.184835,-0.00031814,-0.00031814,6.76684e-05,-0.000385808
0.0002369,2.99661,-0.191602,-0.000318822,-0.000318822,4.8503e-05,-0.000367325
0.000237,2.99667,-0.196453,-0.000319312,-0.000319312,2.88526e-05,-0.000348164
0.0002371,2.99672,-0.199338,-0.000319605,-0.000319605,8.91369e-06,-0.000328519
0.0002372,2.99677,-0.200229,-0.0003197,-0.0003197,-1.11143e-05,-0.000308585
0.0002373,2.99682,-0.199118,-0.000319594,-0.000319594,-3.10311e-05,-0.000288562
0.0002374,2.99687,-0.196015,-0.000319288,-0.000319288,-5.06376e-05,-0.000268651
0.0002375,2.99692,-0.190951,-0.000318787,-0.000318787,-6.97376e-05,-0.000249049
0.0002376,2.99697,-0.183977,-0.000318094,-0.000318094,-8.81402e-05,-0.000229954
0.0002377,2.99702,-0.175163,-0.000317218,-0.000317218,-0.000105661,-0.000211556
0.0002378,2.99706,-0.164597,-0.000316166,-0.000316166,-0.000122126,-0.00019404
0.0002379,2.99711,-0.152384,-0.00031495,-0.00031495,-0.000137369,-0.00017758
0.000238,2.99716,-0.138647,-0.000313581,-0.000313581,-0.000151239,-0.000162342
0.0002381,2.99721,-0.123524,-0.000312073,-0.000312073,-0.000163596,-0.000148477
0.0002382,2.99725,-0.107164,-0.000310442,-0.000310442,-0.000174317,-0.000136125
0.0002383,2.9973,-0.0897323,-0.000308703,-0.000308703,-0.000183295,-0.000125408
0.0002384,2.99735,-0.0714029,-0.000306875,-0.000306875,-0.00019044,-0.000116435
0.0002385,2.99739,-0.0523589,-0.000304975,-0.000304975,-0.00019568,-0.000109295
0.0002386,2.99744,-0.0327909,-0.000303023,-0.000303023,-0.000198964,-0.000104059
0.0002387,2.99748,-0.0128946,-0.000301038,-0.000301038,-0.000200258,-0.00010078
0.0002388,2.99752,0.0071312,-0.000299039,-0.000299039,-0.000199549,-9.94905e-05
0.0002389,2.99757,0.0270861,-0.000297048,-0.000297048,-0.000196845,-0.000100204
0.000239,2.99761,0.0467705,-0.000295084,-0.000295084,-0.000192172,-0.000102912
0.0002391,2.99766,0.0659877,-0.000293167,-0.000293167,-0.000185577,-0.000107589
0.0002392,2.9977,0.0845455,-0.000291315,-0.000291315,-0.000177127,-0.000114188
0.0002393,2.99774,0.102258,-0.000289548,-0.000289548,-0.000166906,-0.000122643
0.0002394,2.99778,0.118949,-0.000287883,-0.000287883,-0.000155015,-0.000132868
0.0002395,2.99782,0.13445,-0.000286337,-0.000286337,-0.000141574,-0.000144763
0.0002396,2.99787,0.148608,-0.000284926,-0.000284926,-0.000126717,-0.000158208
0.0002397,2.99791,0.161279,-0.000283663,-0.000283663,-0.000110594,-0.000173069
0.0002398,2.99795,0.172339,-0.000282561,-0.000282561,-9.33638e-05,-0.000189197
0.0002399,2.99799,0.181675,-0.000281631,-0.000281631,-7.52003e-05,-0.000206431
0.00024,2.99803,0.189195,-0.000280883,-0.000280883,-5.62847e-05,-0.000224598
0.0002401,2.99807,0.194824,-0.000280324,-0.000280324,-3.68063e-05,-0.000243518
0.0002402,2.9981,0.198504,-0.00027996,-0.00027996,-1.69597e-05,-0.000263
0.0002403,2.99814,0.2002,-0.000279794,-0.000279794,3.05647e-06,-0.000282851
0.0002404,2.99818,0.199895,-0.000279829,-0.000279829,2.30421e-05,-0.000302871
0.0002405,2.99822,0.19759,-0.000280063,-0.000280063,4.27974e-05,-0.00032286
0.0002406,2.99826,0.193311,-0.000280495,-0.000280495,6.21247e-05,-0.000342619
0.0002407,2.99829,0.187098,-0.00028112,-0.00028112,8.08309e-05,-0.00036195
0.0002408,2.99833,0.179015,-0.000281931,-0.000281931,9.87287e-05,-0.00038066
0.0002409,2.99837,0.169142,-0.000282922,-0.000282922,0.000115639,-0.000398562
0.000241,2.9984,0.157578,-0.000284082,-0.000284082,0.000131394,-0.000415476
0.0002411,2.99844,0.144439,-0.0002854,-0.0002854,0.000145834,-0.000431234
0.0002412,2.99847,0.129856,-0.000286862,-0.000286862,0.000158816,-0.000445678
0.0002413,2.99851,0.113974,-0.000288453,-0.000288453,0.00017021,-0.000458663
0.0002414,2.99854,0.0969529,-0.000290159,-0.000290159,0.000179902,-0.000470061
0.0002415,2.99857,0.0789628,-0.000291961,-0.000291961,0.000187795,-0.000479756
0.0002416,2.99861,0.0601833,-0.000293842,-0.000293842,0.00019381,-0.000487652
0.0002417,2.99864,0.0408023,-0.000295784,-0.000295784,0.000197887,-0.00049367
0.0002418,2.99867,0.0210136,-0.000297766,-0.000297766,0.000199985,-0.000497751
0.0002419,2.99871,0.00101517,-0.000299769,-0.000299769,0.000200083,-0.000499852
0.000242,2.99874,-0.0189931,-0.000301773,-0.000301773,0.000198181,-0.000499954
0.0002421,2.99877,-0.0388112,-0.000303758,-0.000303758,0.000194296,-0.000498054
0.0002422,2.9988,-0.0582408,-0.000305704,-0.000305704,0.000188469,-0.000494173
0.0002423,2.99883,-0.0770878,-0.000307592,-0.000307592,0.000180757,-0.000488349
0.0002424,2.99886,-0.0951635,-0.000309402,-0.000309402,0.000171238,-0.00048064
0.0002425,2.99889,-0.112287,-0.000311118,-0.000311118,0.000160006,-0.000471124
0.0002426,2.99892,-0.128288,-0.000312721,-0.000312721,0.000147175,-0.000459895
0.0002427,2.99895,-0.143005,-0.000314195,-0.000314195,0.000132871,-0.000447066
0.0002428,2.99898,-0.156292,-0.000315527,-0.000315527,0.000117239,-0.000432766
0.0002429,2.99901,-0.168016,-0.000316702,-0.000316702,0.000100435,-0.000417137
0.000243,2.99903,-0.17806,-0.000317709,-0.000317709,8.26258e-05,-0.000400335
0.0002431,2.99906,-0.186322,-0.000318538,-0.000318538,6.39908e-05,-0.000382529
0.0002432,2.99909,-0.192721,-0.000319181,-0.000319181,4.47159e-05,-0.000363897
0.0002433,2.99911,-0.197193,-0.000319631,-0.000319631,2.4994e-05,-0.000344625
0.0002434,2.99914,-0.199692,-0.000319883,-0.000319883,5.02208e-06,-0.000324905
0.0002435,2.99917,-0.200195,-0.000319936,-0.000319936,-1.5e-05,-0.000304936
0.0002436,2.99919,-0.198695,-0.000319789,-0.000319789,-3.4872e-05,-0.000284917
0.0002437,2.99922,-0.195207,-0.000319442,-0.000319442,-5.43952e-05,-0.000265047
0.0002438,2.99924,-0.189768,-0.000318901,-0.000318901,-7.33745e-05,-0.000245526
0.0002439,2.99927,-0.18243,-0.00031817,-0.00031817,-9.162e-05,-0.00022655
0.000244,2.99929,-0.173268,-0.000317256,-0.000317256,-0.000108949,-0.000208307
0.0002441,2.99931,-0.162374,-0.000316169,-0.000316169,-0.000125189,-0.00019098
0.0002442,2.99934,-0.149855,-0.000314919,-0.000314919,-0.000140177,-0.000174742
0.0002443,2.99936,-0.135837,-0.00031352,-0.00031352,-0.000153763,-0.000159757
0.0002444,2.99938,-0.120461,-0.000311984,-0.000311984,-0.000165811,-0.000146173
0.0002445,2.9994,-0.10388,-0.000310328,-0.000310328,-0.000176201,-0.000134127
0.0002446,2.99942,-0.0862595,-0.000308568,-0.000308568,-0.000184829,-0.000123739
0.0002447,2.99945,-0.0677766,-0.000306722,-0.000306722,-0.000191609,-0.000115113
0.0002448,2.99947,-0.0486157,-0.000304808,-0.000304808,-0.000196473,-0.000108336
0.0002449,2.99949,-0.0289685,-0.000302846,-0.000302846,-0.000199372,-0.000103474
0.000245,2.99951,-0.0090313,-0.000300854,-0.000300854,-0.000200277,-0.000100577
0.0002451,2.99953,0.0109964,-0.000298853,-0.000298853,-0.000199179,-9.9674e-05
0.0002452,2.99955,0.0309143,-0.000296863,-0.000296863,-0.000196089,-0.000100774
0.0002453,2.99956,0.0505232,-0.000294904,-0.000294904,-0.000191039,-0.000103865
0.0002454,2.99958,0.0696271,-0.000292996,-0.000292996,-0.000184078,-0.000108917
0.0002455,2.9996,0.0880349,-0.000291157,-0.000291157,-0.000175276,-0.00011588
0.0002456,2.99962,0.105563,-0.000289406,-0.000289406,-0.000164722,-0.000124684
0.0002457,2.99964,0.122035,-0.00028776,-0.00028776,-0.00015252,-0.00013524
0.0002458,2.99965,0.137287,-0.000286237,-0.000286237,-0.000138793,-0.000147443
0.0002459,2.99967,0.151166,-0.00028485,-0.00028485,-0.000123678,-0.000161172
0.000246,2.99968,0.163534,-0.000283615,-0.000283615,-0.000107326,-0.000176289
0.0002461,2.9997,0.174267,-0.000282543,-0.000282543,-8.99013e-05,-0.000192642
0.0002462,2.99971,0.183257,-0.000281646,-0.000281646,-7.15772e-05,-0.000210069
0.0002463,2.99973,0.190414,-0.000280932,-0.000280932,-5.25372e-05,-0.000228394
0.0002464,2.99974,0.195668,-0.000280408,-0.000280408,-3.29718e-05,-0.000247436
0.0002465,2.99976,0.198965,-0.000280079,-0.000280079,-1.30767e-05,-0.000267003
0.0002466,2.99977,0.200273,-0.00027995,-0.00027995,6.94923e-06,-0.000286899
0.0002467,2.99979,0.199578,-0.000280021,-0.000280021,2.69057e-05,-0.000306926
0.0002468,2.9998,0.196887,-0.000280291,-0.000280291,4.65932e-05,-0.000326884
0.0002469,2.99981,0.192228,-0.000280758,-0.000280758,6.58148e-05,-0.000346573
0.000247,2.99982,0.185647,-0.000281418,-0.000281418,8.43782e-05,-0.000365796
0.0002471,2.99983,0.177209,-0.000282263,-0.000282263,0.000102098,-0.00038436
0.0002472,2.99985,0.166999,-0.000283285,-0.000283285,0.000118797,-0.000402081
0.0002473,2.99986,0.155119,-0.000284474,-0.000284474,0.000134308,-0.000418781
0.0002474,2.99987,0.141689,-0.000285818,-0.000285818,0.000148475,-0.000434293
0.0002475,2.99988,0.126841,-0.000287304,-0.000287304,0.000161158,-0.000448462
0.0002476,2.99989,0.110725,-0.000288916,-0.000288916,0.00017223,-0.000461146
0.0002477,2.9999,0.0935022,-0.000290639,-0.000290639,0.000181579,-0.000472219
0.0002478,2.9999,0.0753443,-0.000292456,-0.000292456,0.000189113,-0.000481569
0.0002479,2.99991,0.056433,-0.000294348,-0.000294348,0.000194755,-0.000489103
0.000248,2.99992,0.0369575,-0.000296296,-0.000296296,0.00019845,-0.000494747
0.0002481,2.99993,0.0171125,-0.000298282,-0.000298282,0.000200161,-0.000498442
0.0002482,2.99994,-0.00290362,-0.000300284,-0.000300284,0.00019987,-0.000500154
0.0002483,2.99994,-0.0228906,-0.000302283,-0.000302283,0.00019758,-0.000499863
0.0002484,2.99995,-0.0426486,-0.00030426,-0.00030426,0.000193314,-0.000497574
0.0002485,2.99996,-0.06198,-0.000306194,-0.000306194,0.000187116,-0.000493309
0.0002486,2.99996,-0.0806916,-0.000308065,-0.000308065,0.000179046,-0.000487111
0.0002487,2.99997,-0.0985962,-0.000309856,-0.000309856,0.000169186,-0.000479042
0.0002488,2.99997,-0.115515,-0.000311549,-0.000311549,0.000157634,-0.000469183
0.0002489,2.99998,-0.131278,-0.000313125,-0.000313125,0.000144506,-0.000457631
0.000249,2.99998,-0.145729,-0.000314571,-0.000314571,0.000129932,-0.000444503
0.0002491,2.99998,-0.158722,-0.000315871,-0.000315871,0.00011406,-0.00042993
0.0002492,2.99999,-0.170128,-0.000317012,-0.000317012,9.70467e-05,-0.000414058
0.0002493,2.99999,-0.179833,-0.000317982,-0.000317982,7.90631e-05,-0.000397045
0.0002494,2.99999,-0.187739,-0.000318773,-0.000318773,6.0289e-05,-0.000379062
0.0002495,3,-0.193768,-0.000319376,-0.000319376,4.0912e-05,-0.000360288
0.0002496,3,-0.197859,-0.000319786,-0.000319786,2.11259e-05,-0.000340911
0.0002497,3,-0.199972,-0.000319997,-0.000319997,1.12857e-06,-0.000321126
